Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,阿拉伯联盟国家,ARB,13.1108930579909,5.48019245374824,4.77207865022406,3.62908644937873,6.6566784518331,3.16615143797144,2.45520052829529,3.30761814833609,3.24732515694024,0.999881844632398,2.09674677213106,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,加勒比小国,CSS,0.978716321457739,3.81991851870573,1.46228304677069,1.11817959628434,1.32390135121392,1.22014468892218,0.330079320674102,1.16825123657954,-2.05051393637426,0.294576117146079,1.63864383756487,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,中歐和波羅的海,CEB,..,4.04258027503064,1.55604813828722,3.20692185780575,0.743004149761632,1.3377205874275,3.04859220439504,3.83007928428599,3.14122989289736,4.72069022443516,4.31113883375609,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,早人口紅利,EAR,5.87703686458907,4.47662845353429,6.16796544601219,4.9716490552657,4.23238037670288,4.29850909173919,4.01238351476674,4.6557374195757,4.78963282660179,4.69925741870382,4.10660551686681,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,东亚与太平洋地区,EAS,5.09710989547662,4.88873433522114,7.0614511696273,4.61468213676409,4.68439892244321,4.75022654118906,4.12660292358014,4.13402311344049,4.04300698578956,4.58520868869084,4.20686184970319,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,东亚与太平洋地区（不包括高收入）,EAP,5.40792354806743,7.50467999261552,9.7766019579125,8.46853573799895,7.5091460179766,7.20088214461674,6.75932058387755,6.50970836126803,6.36845598030584,6.47242799808781,6.32392330453717,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,东亚与太平洋地区 (IBRD与IDA),TEA,5.4079235480674,7.50467999261552,9.77711191413245,8.46906353478703,7.50986460914898,7.20127980251914,6.75959915521018,6.51005712801096,6.36877957759461,6.47276926448824,6.32390035105041,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,欧洲货币联盟,EMU,3.58269963425053,3.86689259667359,2.07687496364026,1.57558790196843,-0.857964535844587,-0.24817289410467,1.39328438254789,2.09958164289772,1.89722355121495,2.44098615942872,1.91043697561828,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,欧洲与中亚地区,ECS,2.32521921487667,4.2812963471941,2.56070594711267,2.33351497503801,0.314504711962641,0.894560514981151,1.86136575900007,2.03400361742123,1.90827543259343,2.66780953839729,2.1167629435537,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,欧洲与中亚地区（不包括高收入）,ECA,-1.4067696717879,8.01130501907399,5.07979129338054,6.04202283679467,3.70054416143404,4.03565995508355,2.22952487508228,0.818800416417261,1.74327387081252,4.02785344368954,2.76757903865624,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,欧洲与中亚地区 (IBRD与IDA),TEC,-1.40676967178788,7.41695283132519,4.76898325366744,5.80205366241265,3.3339549497065,3.62945248304914,2.33389350412135,1.2240602318024,1.94005731211517,4.11579546642042,3.08147140121537,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,欧洲联盟,EUU,2.97912891192291,3.84199381520374,2.084944736588,1.71133442132974,-0.39614857365676,0.25701452154911,1.77818631136206,2.33886610781113,2.00292032535658,2.50181059299311,2.01191681668011,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,脆弱和受衝突影響的情況下,FCS,14.779819681054,1.81956984197826,6.56347553258713,-5.42948508075212,12.2842676497925,3.85517887786071,1.0839632077128,2.20762963854129,5.21189864424663,2.98009593034632,2.34960825452231,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,重债穷国 (HIPC),HPC,-0.52610465066229,2.73584494189507,5.86402237692639,4.52293595339206,5.7158651453225,5.77322759293423,5.56853068345798,4.92154470737884,4.63462025891279,5.16897374919054,4.10331580217355,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,高收入国家,HIC,3.1411195372836,4.0456184155979,2.93518071815552,1.83114471094392,1.29003489242297,1.43603107407874,2.035733491654,2.32351692740312,1.6939283114054,2.26303484938583,2.20145835942691,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,只有IBRD,IBD,2.02224862383189,5.6296404657606,7.31217018846051,5.99836681265586,5.03034730540463,4.96681544751294,4.27422626529173,3.83840307797836,4.26791760789924,4.86139050745189,4.62090396952649,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,IBRD与IDA,IBT,2.16127625288046,5.51486956369824,7.24110003137022,5.90351820904654,5.00722761211294,5.03035555561119,4.36554650267335,3.85992056093288,4.18766016662279,4.81951012206456,4.59913627497453,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,IDA混合,IDB,6.60534974287941,3.73538826249626,6.27541713074335,4.99939744568185,4.54767958964028,5.83120442986402,5.78317530038757,3.87309412704127,1.53252326856284,2.71739305754697,3.52804847781452,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,只有IDA,IDX,1.05067479681895,3.98337573207223,6.1927756976564,4.07856171939545,4.80105926202252,6.08723652649145,5.58068659459703,4.46201139414811,4.66195597217242,5.75816612843596,5.05188246713537,..
GDP 增长率（年百分比）,NY.GDP.MKTP.KD.ZG,IDA總,IDA,4.05404966215421,3.85449577676604,6.23479132400442,4.54690167684274,4.67142767734352,5.95640279656276,5.68403711026045,4.16114523936741,3.06761213856326,4.22581063038558,4.29508114215231,..
